"Player Name","Age","Position","Pos","Market values","Fee","Team_Name","Club_Logo_URL","Transfer_Type"
"Ankith PAnkith P",21,"Striker","Striker","-","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Harsh PatreH. Patre",20,"Defensive Midfield","DM","<U+20B9>1 Cr","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Monirul MollaM. Molla",18,"Striker","Striker","-","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Edmund LalrindikaE. Lalrindika",25,"Centre-Forward","CF","<U+20B9>20 L","End of loanMay 31, 2024","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Ajay ChhetriA. Chhetri",24,"Mittelfeld","Mittelfeld","<U+20B9>1 Cr","End of loanMay 31, 2024","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Jayesh RaneJ. Rane",31,"Defensive Midfield","DM","<U+20B9>80 L","End of loanMay 31, 2024","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Lara SharmaL. Sharma",24,"Goalkeeper","GK","<U+20B9>40 L","End of loanMay 31, 2024","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Arrivals"
"Udanta SinghU. Singh",27,"Right Winger","RW","<U+20B9>1.4 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Biswa DarjeeB. Darjee",23,"Left Midfield","LM","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Damait LyngdohD. Lyngdoh",19,"Central Midfield","CM","<U+20B9>20 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Harmanpreet SinghH. Singh",21,"Centre-Forward","CF","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Bidyashagar SinghB. Singh",25,"Centre-Forward","CF","<U+20B9>60 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Thoi SinghT. Singh",19,"Centre-Forward","CF","<U+20B9>20 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Wungngayam MuirangW. Muirang",24,"Centre-Back","CB","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Sharon PSharon P",23,"Goalkeeper","GK","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Roy KrishnaR. Krishna",35,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Prabir DasP. Das",29,"Right-Back","RB","<U+20B9>1.6 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Sandesh JhinganS. Jhingan",29,"Centre-Back","CB","<U+20B9>2 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Leon AugustineL. Augustine",24,"Right Midfield","RM","<U+20B9>40 L","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Pablo PérezP. Pérez",29,"Attacking Midfield","AM","<U+20B9>2.4 Cr","free transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Lara SharmaL. Sharma",23,"Goalkeeper","GK","<U+20B9>40 L","loan transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Jayesh RaneJ. Rane",30,"Defensive Midfield","DM","<U+20B9>80 L","loan transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Ajay ChhetriA. Chhetri",24,"Mittelfeld","Mittelfeld","<U+20B9>1 Cr","loan transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Faisal AliF. Ali",23,"Right Winger","RW","<U+20B9>1 Cr","?","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Prince IbaraP. Ibara",27,"Centre-Forward","CF","<U+20B9>1.4 Cr","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Bruno RamiresBruno Ramires",29,"Central Midfield","CM","<U+20B9>3 Cr","-","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Edmund LalrindikaE. Lalrindika",24,"Centre-Forward","CF","<U+20B9>20 L","loan transfer","Bengaluru FC","https://www.indiansuperleague.com/static-assets/images/club/656.png?v=100.33","Departures"
"Ayush AdhikariA. Adhikari",23,"Central Midfield","CM","<U+20B9>60 L","<U+20B9>55 L","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Jordan MurrayJ. Murray",27,"Right Winger","RW","<U+20B9>2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Ryan EdwardsR. Edwards",29,"Centre-Back","CB","<U+20B9>2.4 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Thanglalsoun GangteT. Gangte",17,"Striker","Striker","-","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Connor ShieldsC. Shields",25,"Centre-Forward","CF","<U+20B9>3.2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Irfan YadwadI. Yadwad",22,"Centre-Forward","CF","-","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Sachu SibyS. Siby",22,"Left-Back","LB","-","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Prateek Kumar SinghP. Kumar Singh",23,"Goalkeeper","GK","<U+20B9>20 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Bijay ChhetriB. Chhetri",21,"Centre-Back","CB","<U+20B9>40 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Cristian BattocchioC. Battocchio",31,"Central Midfield","CM","<U+20B9>2.8 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Rafael CrivellaroR. Crivellaro",34,"Attacking Midfield","AM","<U+20B9>1.4 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Ankit MukherjeeA. Mukherjee",26,"Right-Back","RB","<U+20B9>60 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Sweden FernandesS. Fernandes",23,"Right Midfield","RM","<U+20B9>80 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Farukh ChoudharyF. Choudhary",26,"Right Winger","RW","<U+20B9>60 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Lazar CirkovicL. Cirkovic",31,"Centre-Back","CB","<U+20B9>2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Sarthak GoluiS. Golui",25,"Right-Back","RB","<U+20B9>80 L","loan transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Mohanraj KM. K",19,"Goalkeeper","GK","-","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Nesta J B ColinN. Colin",17,"Mittelfeld","Mittelfeld","-","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Preyarhanjan RSP. RS",17,"Defender","Defender","-","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Devansh DabasD. Dabas",22,"Goalkeeper","GK","<U+20B9>40 L","End of loanMay 31, 2024","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Sweden FernandesS. Fernandes",24,"Right Midfield","RM","<U+20B9>80 L","End of loanMay 31, 2024","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Arrivals"
"Anirudh ThapaA. Thapa",25,"Central Midfield","CM","<U+20B9>1.8 Cr","<U+20B9>3 Cr","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Jockson DhasJ. Dhas",28,"Central Midfield","CM","<U+20B9>40 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Senthamizhi SSenthamizhi S",23,"Centre-Forward","CF","<U+20B9>20 L","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Narayan DasN. Das",29,"Left-Back","LB","<U+20B9>1 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Chris WhiteChris White",20,"Attacking Midfield","AM","-","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Petar SliskovicP. Sliskovic",32,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Kwame KarikariK. Karikari",31,"Centre-Forward","CF","<U+20B9>2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Edwin Sydney VanspaulE. Vanspaul",30,"Right-Back","RB","<U+20B9>1.2 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Nasser El KhayatiN. El Khayati",34,"Attacking Midfield","AM","<U+20B9>3 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Julius DükerJ. Düker",27,"Defensive Midfield","DM","<U+20B9>2.6 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Monotosh ChakladarM. Chakladar",25,"Centre-Back","CB","-","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Prasanth KP. K",26,"Right Winger","RW","<U+20B9>1 Cr","free transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Sweden FernandesS. Fernandes",23,"Right Midfield","RM","<U+20B9>80 L","loan transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Gurmukh SinghG. Singh",24,"Centre-Back","CB","<U+20B9>80 L","?","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Sajal BagSajal Bag",20,"Central Midfield","CM","<U+20B9>40 L","?","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Md Sajid DhotMd Sajid Dhot",25,"Centre-Back","CB","<U+20B9>40 L","?","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Vafa HakhamaneshiV. Hakhamaneshi",32,"Centre-Back","CB","<U+20B9>1 Cr","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Reagan SinghReagan Singh",32,"Right-Back","RB","<U+20B9>60 L","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Aqib NawabA. Nawab",21,"Right-Back","RB","<U+20B9>20 L","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"A Mohamed LiyaakathA Mohamed Liyaakath",19,"Centre-Forward","CF","<U+20B9>20 L","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Fallou DiagneF. Diagne",33,"Centre-Back","CB","<U+20B9>1.6 Cr","-","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Devansh DabasD. Dabas",21,"Goalkeeper","GK","<U+20B9>40 L","loan transfer","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Sarthak GoluiS. Golui",26,"Right-Back","RB","<U+20B9>80 L","End of loanMay 31, 2024","Chennaiyin FC","https://www.indiansuperleague.com/static-assets/images/club/505.png?v=100.33","Departures"
"Melroy AssisiM. Assisi",24,"Centre-Back","CB","<U+20B9>80 L","<U+20B9>20 L","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Shibin Raj KunniyilS. Kunniyil",30,"Goalkeeper","GK","<U+20B9>1.2 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Madih TalalM. Talal",25,"Attacking Midfield","AM","<U+20B9>3.2 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Wilmar Jordán GilW. Jordán Gil",32,"Centre-Forward","CF","<U+20B9>2.4 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Ricky John ShabongR. Shabong",20,"Defensive Midfield","DM","<U+20B9>80 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Tejas KrishnaT. Krishna",22,"Centre-Back","CB","-","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Ranjeet Singh Pandre PR. Singh Pandre P",28,"Centre-Forward","CF","<U+20B9>60 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Kingslee FernandesK. Fernandes",25,"Central Midfield","CM","<U+20B9>1.2 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Nitesh DarjeeN. Darjee",19,"Left-Back","LB","<U+20B9>20 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Samuel KynshiS. Kynshi",23,"Defensive Midfield","DM","<U+20B9>1.2 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Nongmaikapam Suresh MeiteiN. Meitei",29,"Centre-Back","CB","<U+20B9>1 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Leon AugustineL. Augustine",24,"Right Midfield","RM","<U+20B9>40 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Prasanth KP. K",26,"Right Winger","RW","<U+20B9>1 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Mashoor ShereefMashoor Shereef",30,"Centre-Back","CB","<U+20B9>60 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Sweden FernandesS. Fernandes",23,"Right Midfield","RM","<U+20B9>80 L","loan transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Amarjit SinghA. Singh",22,"Defensive Midfield","DM","<U+20B9>60 L","?","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Nikhil PrabhuN. Prabhu",22,"Centre-Back","CB","<U+20B9>60 L","?","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Dimitrios ChatziisaiasD. Chatziisaias",30,"Centre-Back","CB","<U+20B9>3.6 Cr","-","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Deepak DevraniD. Devrani",31,"Centre-Back","CB","<U+20B9>1 Cr","End of loanMay 31, 2024","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Tejas KrishnaT. Krishna",22,"Centre-Back","CB","-","End of loanMay 31, 2024","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Arrivals"
"Ashangbam Aphaoba SinghA. Singh",19,"Centre-Forward","CF","<U+20B9>40 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Freddy LallawmawmaF. Lallawmawma",21,"Defensive Midfield","DM","<U+20B9>1.4 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Nongmaikapam Suresh MeiteiN. Meitei",29,"Centre-Back","CB","<U+20B9>1 Cr","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Shankar SampingirajS. Sampingiraj",28,"Central Midfield","CM","<U+20B9>40 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Aleksandar IgnjatovicA. Ignjatovic",35,"Centre-Back","CB","<U+20B9>8 L","free transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Tejas KrishnaT. Krishna",22,"Centre-Back","CB","-","loan transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Deepak DevraniD. Devrani",30,"Centre-Back","CB","<U+20B9>1 Cr","loan transfer","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Samuel LalmuanpuiaS. Lalmuanpuia",25,"Centre-Forward","CF","<U+20B9>80 L","?","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Juan NellarJ. Nellar",29,"Defensive Midfield","DM","<U+20B9>1.2 Cr","-","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
"Sweden FernandesS. Fernandes",24,"Right Midfield","RM","<U+20B9>80 L","End of loanMay 31, 2024","Punjab FC","https://www.indiansuperleague.com/static-assets/images/club/1252.png?v=100.33","Departures"
